Symbol,Frequency
0  ,0.00e+00
1  ,0.00e+00
2  ,1.53e-05
3  ,6.10e-05
4  ,1.22e-04
5  ,3.05e-05
6  ,6.10e-05
7  ,6.10e-05
8  ,6.10e-05
9  ,1.53e-05
10 ,1.07e-04
11 ,7.63e-05
12 ,9.16e-05
13 ,9.16e-05
14 ,1.07e-04
15 ,3.05e-05
16 ,3.05e-05
17 ,1.53e-05
18 ,0.00e+00
19 ,1.53e-05
20 ,1.53e-05
21 ,9.16e-05
22 ,1.53e-04
23 ,9.16e-05
24 ,1.53e-04
25 ,1.37e-04
26 ,1.22e-04
27 ,1.83e-04
28 ,1.68e-04
29 ,1.83e-04
30 ,2.90e-04
31 ,3.66e-04
32 ,2.90e-04
33 ,5.04e-04
34 ,3.51e-04
35 ,3.97e-04
36 ,2.90e-04
37 ,4.73e-04
38 ,3.97e-04
39 ,4.12e-04
40 ,4.27e-04
41 ,4.88e-04
42 ,3.97e-04
43 ,6.10e-04
44 ,7.78e-04
45 ,7.78e-04
46 ,1.05e-03
47 ,1.31e-03
48 ,1.54e-03
49 ,1.94e-03
50 ,2.32e-03
51 ,2.59e-03
52 ,3.45e-03
53 ,4.07e-03
54 ,5.04e-03
55 ,5.40e-03
56 ,7.25e-03
57 ,8.68e-03
58 ,1.16e-02
59 ,1.73e-02
60 ,2.47e-02
61 ,3.67e-02
62 ,7.35e-02
63 ,1.85e-01
64 ,2.59e-01
65 ,1.45e-01
66 ,6.38e-02
67 ,3.68e-02
68 ,2.36e-02
69 ,1.48e-02
70 ,1.04e-02
71 ,8.32e-03
72 ,5.97e-03
73 ,5.25e-03
74 ,4.32e-03
75 ,3.30e-03
76 ,3.04e-03
77 ,2.40e-03
78 ,1.72e-03
79 ,1.60e-03
80 ,1.13e-03
81 ,1.01e-03
82 ,9.00e-04
83 ,6.87e-04
84 ,7.17e-04
85 ,5.49e-04
86 ,4.43e-04
87 ,3.97e-04
88 ,5.19e-04
89 ,3.20e-04
90 ,1.53e-04
91 ,1.98e-04
92 ,1.22e-04
93 ,1.22e-04
94 ,6.10e-05
95 ,7.63e-05
96 ,1.07e-04
97 ,9.16e-05
98 ,1.53e-05
99 ,0.00e+00
100,1.53e-05
101,0.00e+00
102,0.00e+00
103,0.00e+00
104,0.00e+00
105,0.00e+00
106,0.00e+00
107,0.00e+00
108,0.00e+00
109,0.00e+00
110,0.00e+00
111,0.00e+00
112,0.00e+00
113,0.00e+00
114,0.00e+00
115,0.00e+00
116,0.00e+00
117,0.00e+00
118,0.00e+00
119,0.00e+00
120,0.00e+00
121,0.00e+00
122,0.00e+00
123,0.00e+00
124,0.00e+00
125,0.00e+00
126,0.00e+00
127,0.00e+00
128,0.00e+00
129,0.00e+00
130,0.00e+00
131,0.00e+00
132,0.00e+00
133,0.00e+00
134,0.00e+00
135,0.00e+00
136,0.00e+00
137,0.00e+00
138,0.00e+00
139,0.00e+00
140,0.00e+00
141,0.00e+00
142,0.00e+00
143,0.00e+00
144,0.00e+00
145,0.00e+00
146,0.00e+00
147,0.00e+00
148,0.00e+00
149,0.00e+00
150,0.00e+00
151,0.00e+00
152,0.00e+00
153,0.00e+00
154,0.00e+00
155,0.00e+00
156,0.00e+00
157,0.00e+00
158,0.00e+00
159,0.00e+00
160,0.00e+00
161,0.00e+00
162,0.00e+00
163,0.00e+00
164,0.00e+00
165,0.00e+00
166,0.00e+00
167,0.00e+00
168,0.00e+00
169,0.00e+00
170,0.00e+00
171,0.00e+00
172,0.00e+00
173,0.00e+00
174,0.00e+00
175,0.00e+00
176,0.00e+00
177,0.00e+00
178,0.00e+00
179,0.00e+00
180,0.00e+00
181,0.00e+00
182,0.00e+00
183,0.00e+00
184,0.00e+00
185,0.00e+00
186,0.00e+00
187,0.00e+00
188,0.00e+00
189,0.00e+00
190,0.00e+00
191,0.00e+00
192,0.00e+00
193,0.00e+00
194,0.00e+00
195,0.00e+00
196,0.00e+00
197,0.00e+00
198,0.00e+00
199,0.00e+00
200,0.00e+00
201,0.00e+00
202,0.00e+00
203,0.00e+00
204,0.00e+00
205,0.00e+00
206,0.00e+00
207,0.00e+00
208,0.00e+00
209,0.00e+00
210,0.00e+00
211,0.00e+00
212,0.00e+00
213,0.00e+00
214,0.00e+00
215,0.00e+00
216,0.00e+00
217,0.00e+00
218,0.00e+00
219,0.00e+00
220,0.00e+00
221,0.00e+00
222,0.00e+00
223,0.00e+00
224,0.00e+00
225,0.00e+00
226,0.00e+00
227,0.00e+00
228,0.00e+00
229,0.00e+00
230,0.00e+00
231,0.00e+00
232,0.00e+00
233,0.00e+00
234,0.00e+00
235,0.00e+00
236,0.00e+00
237,0.00e+00
238,0.00e+00
239,0.00e+00
240,0.00e+00
241,0.00e+00
242,0.00e+00
243,0.00e+00
244,0.00e+00
245,0.00e+00
246,0.00e+00
247,0.00e+00
248,0.00e+00
249,0.00e+00
250,0.00e+00
251,0.00e+00
252,0.00e+00
253,0.00e+00
254,0.00e+00
255,0.00e+00
