Symbol,Frequency
0  ,0.00e+00
1  ,0.00e+00
2  ,0.00e+00
3  ,0.00e+00
4  ,0.00e+00
5  ,1.53e-05
6  ,0.00e+00
7  ,6.10e-05
8  ,4.58e-05
9  ,7.63e-05
10 ,1.53e-05
11 ,1.53e-05
12 ,4.58e-05
13 ,1.53e-05
14 ,4.58e-05
15 ,1.53e-05
16 ,4.58e-05
17 ,1.53e-05
18 ,1.53e-05
19 ,0.00e+00
20 ,4.58e-05
21 ,6.10e-05
22 ,3.05e-05
23 ,4.58e-05
24 ,3.05e-05
25 ,6.10e-05
26 ,3.05e-05
27 ,6.10e-05
28 ,4.58e-05
29 ,6.10e-05
30 ,3.05e-05
31 ,0.00e+00
32 ,3.05e-05
33 ,0.00e+00
34 ,1.53e-05
35 ,0.00e+00
36 ,0.00e+00
37 ,0.00e+00
38 ,1.53e-05
39 ,0.00e+00
40 ,1.53e-05
41 ,0.00e+00
42 ,4.58e-05
43 ,6.10e-05
44 ,4.58e-05
45 ,1.07e-04
46 ,4.58e-05
47 ,9.16e-05
48 ,7.63e-05
49 ,6.10e-05
50 ,6.10e-05
51 ,6.10e-05
52 ,6.10e-05
53 ,7.63e-05
54 ,4.58e-05
55 ,1.22e-04
56 ,1.37e-04
57 ,4.58e-05
58 ,9.16e-05
59 ,9.16e-05
60 ,1.22e-04
61 ,1.68e-04
62 ,1.37e-04
63 ,1.83e-04
64 ,1.53e-04
65 ,1.98e-04
66 ,2.59e-04
67 ,1.83e-04
68 ,2.14e-04
69 ,1.98e-04
70 ,1.83e-04
71 ,1.68e-04
72 ,1.37e-04
73 ,2.44e-04
74 ,2.14e-04
75 ,2.44e-04
76 ,1.68e-04
77 ,2.29e-04
78 ,2.44e-04
79 ,1.98e-04
80 ,2.90e-04
81 ,7.63e-05
82 ,3.20e-04
83 ,1.98e-04
84 ,2.29e-04
85 ,2.14e-04
86 ,3.20e-04
87 ,3.97e-04
88 ,3.51e-04
89 ,3.05e-04
90 ,5.65e-04
91 ,4.88e-04
92 ,4.58e-04
93 ,5.19e-04
94 ,5.95e-04
95 ,6.71e-04
96 ,8.09e-04
97 ,9.31e-04
98 ,9.00e-04
99 ,1.14e-03
100,1.05e-03
101,1.11e-03
102,1.37e-03
103,1.60e-03
104,1.94e-03
105,1.62e-03
106,1.91e-03
107,2.35e-03
108,2.69e-03
109,2.55e-03
110,2.55e-03
111,3.31e-03
112,3.49e-03
113,3.71e-03
114,4.32e-03
115,5.19e-03
116,5.60e-03
117,7.35e-03
118,8.27e-03
119,9.92e-03
120,1.25e-02
121,1.44e-02
122,1.85e-02
123,2.31e-02
124,3.33e-02
125,5.51e-02
126,9.23e-02
127,1.32e-01
128,1.41e-01
129,1.05e-01
130,6.94e-02
131,4.44e-02
132,3.08e-02
133,2.35e-02
134,1.76e-02
135,1.49e-02
136,1.16e-02
137,9.03e-03
138,6.97e-03
139,6.01e-03
140,5.23e-03
141,4.87e-03
142,3.78e-03
143,3.43e-03
144,2.94e-03
145,3.07e-03
146,2.46e-03
147,2.40e-03
148,2.12e-03
149,2.06e-03
150,1.74e-03
151,1.46e-03
152,1.50e-03
153,1.34e-03
154,1.28e-03
155,7.93e-04
156,1.05e-03
157,8.39e-04
158,6.56e-04
159,5.65e-04
160,7.17e-04
161,5.19e-04
162,5.80e-04
163,4.88e-04
164,4.43e-04
165,3.97e-04
166,3.51e-04
167,3.81e-04
168,3.66e-04
169,3.36e-04
170,1.83e-04
171,1.98e-04
172,2.90e-04
173,1.83e-04
174,1.53e-04
175,2.59e-04
176,2.75e-04
177,1.53e-04
178,2.44e-04
179,4.58e-05
180,1.07e-04
181,7.63e-05
182,6.10e-05
183,1.37e-04
184,7.63e-05
185,9.16e-05
186,4.58e-05
187,0.00e+00
188,3.05e-05
189,4.58e-05
190,3.05e-05
191,1.07e-04
192,1.53e-05
193,1.53e-05
194,4.58e-05
195,4.58e-05
196,0.00e+00
197,1.53e-05
198,0.00e+00
199,0.00e+00
200,0.00e+00
201,1.53e-05
202,0.00e+00
203,0.00e+00
204,0.00e+00
205,0.00e+00
206,0.00e+00
207,0.00e+00
208,0.00e+00
209,0.00e+00
210,0.00e+00
211,0.00e+00
212,0.00e+00
213,0.00e+00
214,0.00e+00
215,0.00e+00
216,0.00e+00
217,0.00e+00
218,0.00e+00
219,0.00e+00
220,0.00e+00
221,0.00e+00
222,0.00e+00
223,0.00e+00
224,0.00e+00
225,0.00e+00
226,0.00e+00
227,0.00e+00
228,0.00e+00
229,0.00e+00
230,0.00e+00
231,0.00e+00
232,0.00e+00
233,0.00e+00
234,0.00e+00
235,0.00e+00
236,0.00e+00
237,0.00e+00
238,0.00e+00
239,0.00e+00
240,0.00e+00
241,0.00e+00
242,0.00e+00
243,0.00e+00
244,0.00e+00
245,0.00e+00
246,0.00e+00
247,0.00e+00
248,0.00e+00
249,0.00e+00
250,0.00e+00
251,0.00e+00
252,0.00e+00
253,0.00e+00
254,0.00e+00
255,0.00e+00
